Category,Message
TRUE,"He was sent to jail, but only for the rape they could prove."
TRUE,"He found God, started a church and homeless shelter in Philadelphia, and confessed to every rape he'd committed."
TRUE,"I knew rape was power to the perpetrator so I vowed to be firm and possibly defiant, and not display fear."
TRUE,"Did he rape you, Lydia?"
TRUE,"The bastard was trying to rape me, for god's sake!"
TRUE,"She recalled her night with a jolt and sat, expecting men to leap from the shadows to rape her."
TRUE,"If he wanted to abort her, to rape her, he could have done it with impunity many times over."
TRUE,Rape and sexual assault that recurs is considered sexual abuse.
TRUE,"Rape and sexual assault are especially traumatic for children and adolescents, who often do not fully understand normal sexual activity."
TRUE,Similar statistics were gathered by the NCJJ regarding the perpetrators of rape and sexual assault.
TRUE,Many children and adolescents are reluctant to report rape and sexual assault for a number of reasons.
TRUE,"Unreported rape and sexual assault are especially common when the offender is known to the victim, such as a family member or respected member of the community (e.g., clergy, teacher)."
TRUE,"Rape and sexual assault are diagnosed by interviewing the patient and parents, physical and gynecological examination, and laboratory tests for the presence of seminal fluid."
TRUE,"In many cases, children or adolescents do not report the rape or sexual assault, but they do show obvious signs of physical violence."
TRUE,"When rape is suspected, diagnosis may be made by a psychiatrist or psychologist based on sessions with the victim."
TRUE,"In such cases, diagnosis of rape or sexual assault is revealed through therapy sessions for PTSD."
TRUE,Approximately 31 percent of rape victims develop PTSD as a result of their assault.
TRUE,"Because rape is a crime, there are certain requirements for medical evaluation of the patient and for record keeping."
TRUE,"After evidence is collected, rape victims are treated with appropriate medical care for their injuries."
TRUE,Children and adolescents who have been raped or sexually assaulted are three times more likely to experience another rape in adulthood.
TRUE,"For adolescents, untreated rape and sexual assault can result in serious long-term psychological effects."
TRUE,"Even when treated, rape and sexual assault can cause poor self-esteem, sexual dysfunction and impaired sexual and personal relations, insomnia, anxiety, eating disorders, and other psychological symptoms that last into adulthood."
TRUE,"Usually, rape and sexual assault cannot be prevented, and it is important that children and adolescents, who often think they are at fault after an attack, be told that there was nothing they could have done to prevent the attack."
TRUE,"Because rape and sexual assault cause long-term psychological trauma, parents should be aware of symptoms of PTSD, depression, substance abuse, high-risk behaviors, and anxiety in their children."
TRUE,Long-term therapy with a counselor experienced in rape and sexual assault trauma can benefit both the victim and parents.
TRUE,Parents should also be aware that PTSD and other psychological effects of rape can manifest as poor school performance.
TRUE,"Kawsar, M., et al. ""Prevalence of Sexually Transmitted Infections and Mental Health Needs of Female Child and Adolescent Survivors of Rape and Sexual Assault Attending a Specialist Clinic."""
TRUE,"Ruggiero, Kenneth J., et al. ""Is Disclosure of Childhood Rape Associated with Mental Health Outcome?"
TRUE,"Involuntary sexual intercourse such as rape and sexual abuse may occur more commonly among adolescents, especially younger adolescent women, and often pose a potential risk for acquisition of STDs."
TRUE,"He said he was a lawyer, an astronaut, a doctor… He would go on dates with women and put something in their drink, and rape them."
TRUE,"Regardless of the length of your relationship, forced sex is rape, end of story."
TRUE,"Known as date rape drugs, they have received plenty of media attention."
TRUE,"Remember, physical force is not necessary in a date rape situation."
TRUE,Simply the threat of violence or fear can lead to a date rape.
TRUE,"Once sexual penetration happens after the words ""no,"" it is rape - plain and simple."
TRUE,A recovering victim of any kind of rape situation needs continuing guidance to rebuild self esteem and trust.
TRUE,"This might have something to do with the rape, but not necessarily."
TRUE,"What this means is, should a girl and guy become intimate and the age difference between them is 5 years or more, the older person could be charged with statutory rape."
TRUE,You may prefer to call their helpline at 1-866-331-9474 or 1-866-331-8453 TTY.You may also want to contact a local domestic violence organization or rape crisis center in your area.
TRUE,"Other movies followed suit with high numbers including The Waltons' Thanksgiving Story in '73, Women in Chains in '72 and A Case of Rape in '74."
TRUE,Character studies set Days apart from the competition as the plot explored the fragile mental state of Marie Horton and the rape of Mickey Horton's wife Laura by his own brother Bill.
TRUE,Erica's child (a product of a rape when she was just 14 years old) debuted on the show in the mid 90s played by Sarah Michelle Gellar (who would earn an Emmy for her portrayal and would go on to play Buffy the Vampire Slayer).
TRUE,"While Bianca, Erica's younger daughter got her fair share of controversy (her coming out story, rape and later the birth of her daughter ), Kendall is the modern day Erica without as many wedding rings."
TRUE,"The rape, initially a spoil point for Laura's near perfect romance with her teenage husband Scotty, was eventually swept under the rug as the unique chemistry between the actors and the characters came to the forefront."
TRUE,When Roger Howarth played Todd Manning he refused to participate in passionate love scenes out of sensitivity to the fans of the show that met Manning when he led the gang rape of Marty Saybrook.
TRUE,"Todd's violent past on the show, including his participation in the date rape of Marty Saybrooke, left fans breathless with his range, so St John needed to fill big shoes."
TRUE,Nora's work as the district attorney landed Smith front and center as she participated in the prosecution of the Marty Saybrooke rape trial.
TRUE,"As its popularity grew, however, Hollyoaks began to tackle much more serious issues, such as incest, alcoholism, date rape, eating disorders and drugs, to name just a few."
TRUE,"Indeed, Coronation Street has seen its share of jaw-dropping storylines since its inception, ranging from kidnappings and gang violence to infidelity and rape."
TRUE,Marty's rape in the college dorm room put Kevin Buchanan in the hot seat and Todd Manning's reign of terror led to powerful leading man status.
TRUE,"Todd, the villain who led a gang rape of Marty, has been forced to come to grips with who he is and where he came from."
TRUE,Daughter Kendall is the product of a rape that occurred when Erica was just 14 years old.
TRUE,The first was a product of rape and the second was Zach donating sperm so that Bianca's children would share similar DNA.
TRUE,"In her 40 years on the series, Viki has struggled with rape, divorce, stroke, breast cancer, love, loss and widowhood."
TRUE,"In 1993, wild child Marty Saybrooke was the victim of a brutal gang rape in a college dorm room."
TRUE,Among some of the great storylines was a revisit to Laura's rape in 1999 when son Lucky learned of it.
TRUE,My husband would never rape me.
TRUE,The neighboring kingdoms rape and abort even their own!
TRUE,I'm not going to rape you.
TRUE,You can't rape a willing soul.
TRUE,"When he holds you down to do it, that indicates a potential for rape."
TRUE,"In fact, I'm actually considering putting our entire rape acreage down to the variety for the coming season."
TRUE,"The GM beet was tolerant to glyphosate, the GM maize and oilseed rape were tolerant to glufosinate ammonium."
TRUE,She presented a paper and poster on assessment of resistance to light leaf spot and stem canker in oilseed rape cultivars.
TRUE,"They rape any female chimp they come across, murder her baby, form a gang to go hunting monkeys."
TRUE,"Pain Shared Rape does not just hurt the child and family, but also the child's classmates."
TRUE,"Asked whether or not the GM contaminated oilseed rape crops should be destroyed, 93% said yes, 7% said no."
TRUE,This was 80 times the separation distances used for crop trials of GM oilseed rape in the UK.
TRUE,"One scene featured the song "" Do you want to be in my gang, my gang, my gang rape "" ."
TRUE,Evidence for GM oilseed rape suggests that gene flow to wild relatives is very rare and that hybrids do not establish in the wild.
TRUE,Among the crops were GM oilseed rape varieties used to produce F1 hybrids belonging to AgrEvo UK (now Aventis ).
TRUE,The claim of mass rape sounded just too implausible to the Newsroom to be included in the program.
TRUE,"Then we have cereals and grasses and brassicas, which include kale, swede, mangels, turnip and rape."
TRUE,Few other species involved in the movement - just 1 Tree Pipit - but a flock of c100 linnets in the rape field.
TRUE,"Wheat, oilseed rape and potatoes are the main arable crops, alongside forage maize frown for the 180 strong dairy herd."
TRUE,The data from the winter oilseed rape trials are being collated now.
TRUE,Modeling the persistence of volunteer oilseed rape (Brassica napus ). Ecological Modeling.
TRUE,"For example, someone facing charges of child rape could have previous convictions for downloading child pornography from the internet revealed to the jury."
TRUE,It also runs a girls ' hostel for underage victims of rape or forced prostitution.
TRUE,"Information about torture, rape and trauma refugees experienced is also not readily available."
TRUE,"Rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rapes or attempted rapes."
TRUE,"Physical assault is a criminal offense as are rape and, in some countries, stalking and marital rape."
TRUE,The victim should also be dissuaded from washing etc in the case of alleged rape.
TRUE,Two men convicted a year later for the brutal rape and murder of another young girl are his prime suspects.
TRUE,The rape film helped to change police treatment of rape victims.
TRUE,Across the road from the camp is the closely watched GM oilseed rape field trial.
TRUE,I found a field of oil-seed rape with a rough path round the edge next to the canal.
TRUE,Many fields are already showing green with new leaves of Oil seed rape or the straight new shoots of the emerging cereal crops.
TRUE,Colonies need to be strong enough to take advantage of oil seed rape in April.
TRUE,An announcement for winter oilseed rape sites is expected shortly.
TRUE,I grow double low rapeseed for food use and HEAR industrial rape which is poisonous to humans.
TRUE,It starts with the horrific rape and near murder of a ten year old black girl by two racist redneck white men.
TRUE,The Washington Post also reports stories of rape are emerging from ethnic Albanian refugees.
TRUE,"Three crops are involved - sugar beet, oilseed rape and fodder maize - all modified to be herbicide resistant."
TRUE,"These centers are prisons in all but name, with detainees having fewer legal rights than criminals arrested on charges of rape and murder."
TRUE,"People spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spiked."
TRUE,It shows that the palace ignored legal advice to properly investigate the rape claim by former valet George Smith.
TRUE,It affects 3% of soldiers but perhaps 20% of rape victims.
TRUE,"The town is not mentioned in Domesday Book, but the Rape of Bramber, in which it lies, belonged at that time to William de Braose."
TRUE,"This rape is supposed to point to an original iepos X6 os, an annual holy marriage of a god and goddess of vegetation."
TRUE,"Here there was said to be a descent into the lower world, and local tradition made it the scene of the rape of Persephone."
TRUE,"The cultivated plants of the Indian region include wheat, barley, rice and maize; various millets, Sorghum, Penicillaria, Panicum and Eleusine; many pulses, peas and beans; mustard and rape; ginger and turmeric; pepper and capsicum; several Cucurbitaceae; tobacco, Sesamum, poppy, Crotolaria and Cannabis; cotton, indigo and sugar; coffee and tea; oranges, lemons of many sorts; pomegranate, mango, figs, peaches, vines and plantains."
TRUE,"In the introductory paper in Maxwell's collection we are told that "" The practice of draining, enclosing, summer fallowing, sowing flax, hemp, rape, turnip and grass seeds, planting cabbages after, and potatoes with, the plough, in fields of great extent, is introduced; and that, according to the general opinion, more corn grows now yearly where it was never known to grow before, these twenty years last past, than perhaps a sixth of all that the kingdom was in use to produce at any time before."""
TRUE,A female slave was still held incapable of the offence of adultery; but Justinian visited with death alike the rape of a slave or freedwoman and that of a free maiden.
TRUE,"A military commission tried 425 of the captives for murder and rape, of whom 321 were found guilty and 303 were condemned to death."
TRUE,"It is said to have been conquered by Romulus after the rape of the Sabine women, and to have assisted the Tarquins."
TRUE,The sequel was the rape of Helen and the Trojan War.
TRUE,"During this period he also painted the ""Rape of the Sabines"" and ""Leonidas at Thermopylae."""
TRUE,"In addition to the previously mentioned rape, a variety of another species (or subspecies) of Brassica, namely, Brassica rapa, var."
TRUE,"This was the scene of the rape of Dinah and of the attack of Simeon and Levi which led to their ruin (xxxiv.; see DAN, Levites, Simeon)."
TRUE,Rape dust is somewhat similar in its character and action.
TRUE,"Rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rapes or attempted rapes."
TRUE,German rape growers apply trace elements as insurance treatments every year.
TRUE,Bob's bees where adjacent to a field of rape seed which stood head height.
TRUE,The first crop circle of the year has appeared in oil seed rape crops near Silbury Hill.
TRUE,"As a result the makers did not shy away from a graphically realistic depiction of rape, murder and revenge."
TRUE,This year I am preparing a rhetorical criticism on the systematic rape in Bosnia.
TRUE,"These crops along Oil seed rape will be cut in August, combines everywhere will be working flat out to bring in the harvest."
TRUE,"A terrible lore that allows spell casters, both Arcane and Divine to rape the land of its very life to fuel their magic."
TRUE,"People spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spiked."
TRUE,We have already protected the anonymity of women victims of rape.
TRUE,Sexual Violence The BBFC has a strict policy on rape and sexual violence.
TRUE,"Although many runaways arrive home safely, there are many unfortunate situations such as rape, molestation, abduction and murder that can, and do occur."
TRUE,"Stewart's character, Melinda, is a rape survivor who verbally shuts down after being attacked."
TRUE,It's too easy for someone to slip a date rape drug into your drink.
TRUE,Public service announcements in the campus newspaper and posters in dorm bathrooms detail the dangers of binge drinking and date rape drugs.
TRUE,"Australian authorities have pointed out that when this chemical can be broken down into GHB, which is known as a date rape drug."
TRUE,"Sexually transmitted diseases, which may also indicate rape."
TRUE,"This round features the Sex Workers Outreach Project USA, a group dedicated to the promotion of a safe working environment for sex workers, raising protest for the violent depictions of the rape and murder of prostitutes in GTA."
TRUE,"There are no instances of rape, although the story in GTA alludes to one."
TRUE,"Post-traumatic stress disorder (PTSD)-A disorder that occurs among survivors of extremely stressful or traumatic events, such as a natural disaster, an airplane crash, rape, or military combat."
TRUE,"Rape and sexual assault are violent crimes, and children and adolescents constitute a large number of the victims of these crimes."
TRUE,Rape and sexual assault are defined according to the degree of sexual interaction.
TRUE,"The show's drama and intensity ratcheted up to include date rape, child abuse, eating disorders and racism."
TRUE,His early crimes were rape and that's what caused his arrest.
TRUE,"Agriculture is highly developed; cereals, principally wheat and oats, and beetroot are the chief crops; potatoes, flax, hemp, rape and hops are also grown."
TRUE,"Carrots, cabbages, turnips and rape, not yet cultivated in the fields, are mentioned among the herbs and roots for the kitchen."
TRUE,"The land is then usually sown with some rapidly growing green crop, such as rape, or with turnips."
TRUE,"The plants most frequently used are white mustard, rape, buckwheat, spurry, rye, and several kinds of leguminous plants, especially vetches, lupins and serradella."
TRUE,The leaves are glaucous and smooth like those of a swede turnip. For a seed-crop rape is sown in July or early August in order that the plants may be strong enough to pass the winter uninjured.
TRUE,"The usual cereal crops are, however, all grown with success, and tobacco, hops, flax, rape, hemp and beetroot (for sugar) are cultivated for commercial purposes."
TRUE,"Smaller areas are devoted to maize, buckwheat, pease, rape, hemp, flax, hops and tobacco."
TRUE,"Under the general name ""rape oil"" is included the produce of several plants having distinct and fairly constant characters, and one of these oils - colza (q.v.) - is a very wellknown commercial variety."
TRUE,"In Germany, where the production of rape oil centres, two principal oil-seeds - rape and Riibsen - are well recognized."
TRUE,"Newly pressed rape oil has a dark sherry colour with, at first, scarcely any perceptible smell; but after resting a short time the oil deposits an abundant mucilaginous slime, and by taking up oxygen it acquires a peculiar disagreeable odour and an acrid taste."
TRUE,The principal uses of rape oil are for lubrication and lighting; but since the introduction of mineral oils for both these purposes the importance of rape has considerably decreased.
TRUE,Rape can be produced everywhere when the soil permits.
TRUE,"The products of the Han valley are exclusively agricultural, consisting of cotton, wheat, rape seed, tobacco and various kinds of beans."
TRUE,This method is chiefly used in the refining of linseed and rape oils.
TRUE,"Hybrid rape varieties, with their lower seed rates, are particularly at risk - especially if drilled late into poor dry seedbeds."
TRUE,"In 2003 he captured Andrew Luster, who had fled to Mexico to avoid multiple rape convictions."
TRUE,"He was later arrested on another rape, charged with that crime, and sent away."
TRUE,I don't know what the sentence for rape was back then.
TRUE,"Keeping clear financial records is not only important for knowing how much money a business has, but it is also important for spotting problems such as fraud and money mismanagement."
TRUE,"The Center for Science in the Public Interest's article, ""Calorie Burning Enviga Tea Drink a Fraud, Group Says"" states that claims that the drink can burn calories is misleading."
TRUE,"The company also investigates fraud, saving customers millions."
TRUE,"Though a warranty deed offers considerable protection against fraud and other property concerns, there are additional methods that should be taken to ensure there are no problems after the purchase."
TRUE,Employers will have to teach employees about this new law and provide training in how to detect and report fraud.
TRUE,"Consumers can find out about insurance requirements, regulations, and how to file a formal complaint if they feel as though they have been victims to fraud from an insurance company, provider, or broker."
TRUE,"If your question is regarding possible insurance fraud in California, you can file a formal complaint through the Internet."
TRUE,"Before filing the complaint, however, you should check to make sure that the particular issue you have is something this department deals with since not all fraud complaints are handled by this department."
TRUE,Paperless statement are a great way to protect your privacy since mailed paper statements are often thrown away and can lead to identify fraud if found by anyone looking to make a profit on your identity.
TRUE,The FDIC also does not cover losses caused by theft or fraud at the bank.
FALSE,Are you wiping the sleep from your eyes?
FALSE,"We're going to eat before we leave, and you're going to act grateful."
FALSE,My sister can walk and run.
FALSE,I hurt my ankle and I can't walk on it.
FALSE,His brisk walk was stiff.
FALSE,I guess a walk in the cool evening isn't worth the risk of being eaten up by beasts is it?
FALSE,"Teacher and I went to walk in the yard, and I learned about how flowers and trees grow."
FALSE,You sure walk fast.
FALSE,He gave the horse enough room to walk away from the wagon and then tied the rope to the wagon.
FALSE,I wonder why it is that we can walk so easily in the air.
FALSE,I'm going for a walk.
FALSE,He could hardly be blamed if he chose to make her walk home.
FALSE,Do you want me to walk you home?
FALSE,They went for a walk after lunch.
FALSE,"The smoke proved to be too much for Adrienne and two other girls, so they decided to walk each other home."
FALSE,"If you want to walk this late in the evening, you need to make sure I'm with you."
FALSE,"The travellers now resumed their walk toward the cottage, which they presently reached."
FALSE,Going for a walk – in the woods.
FALSE,Cousin Leila thinks he will walk in a little while.
FALSE,A walk through the woods thither was often my recreation.
FALSE,"The city was far away, and the slaves must walk the whole distance."
FALSE,"He walked shyly and awkwardly over the parquet floor of the reception room, not knowing what to do with his hands; he was more accustomed to walk over a plowed field under fire, as he had done at the head of the Kursk regiment at Schon Grabern--and he would have found that easier."
FALSE,"Kind of late for a walk, isn't it?"
FALSE,A short walk up the road uncovered another mailbox.
FALSE,"Maybe he didn't like to walk, but he was certainly good at it – and capable of stealth."
FALSE,"When I saw you standing there in the road, so beautiful, your hair flowing around you like morning mist, I couldn't let you walk away."
FALSE,It was a stupid move to walk blindly through such wild country.
FALSE,"I can now tell her to bring me a large book or a small plate, to go upstairs slowly, to run fast and to walk quickly."
FALSE,He could not walk well on tiptoe and his whole body jerked at each step.
FALSE,"All who could walk went together, and after the third stage Pierre had rejoined Karataev and the gray-blue bandy-legged dog that had chosen Karataev for its master."
FALSE,"He rose and tried to walk, but staggered and would have fallen had not a soldier standing by held him up."
FALSE,"If you tell me every little thing you know or even suspect, I'll just drive away and let you walk down the lane to one of those farm houses we passed."
FALSE,Damian turned to walk away.
FALSE,We'll have to walk the rest.
FALSE,I used to walk up on the hill by myself all the time.
FALSE,"If you can do it, I'll do as you ask and walk away."
FALSE,Jenn cupped Darian's face with her hands then rose to kiss him lightly again on the lips and walk away.
FALSE,Tell Xander you're going to walk around for about half an hour and you'll meet him back at the food court.
FALSE,We'll have to walk from here.
FALSE,I hoped we could go for a walk.
FALSE,"She forced herself to walk, not run, back to the house."
FALSE,Bumpus sensed a walk and joined the two.
FALSE,I couldn't imagine you'd take that long for a dog walk.
FALSE,I'm the only Immortal who can walk into Hell.
FALSE,I saw a painting I may walk off with.
FALSE,I can hardly walk let alone lift a weapon.
FALSE,You two want to stay here or walk with us?
FALSE,He quickly gave her their orders and waited for her to walk away.
FALSE,You're just going to open a can of worms and walk away?
FALSE,"I remember how we used to walk this stretch every night, before the Schism."
FALSE,No one else talks to him like you do and lives to walk away.
FALSE,"She didn't want to be curious, but he had a way of pulling her in, when she'd rather walk away."
FALSE,"The Gods now knew Xander's intention of claiming her; what they couldn't know was that he was also prepared to walk away, if she made the wrong decision."
FALSE,"Whatever was between her and Xander, it wasn't something she was going to be able to walk away from."
FALSE,"Walk in the door, reveal what Jonny wanted her to do and they'd have their happy ending."
FALSE,"Another small group of ruins in the same style is found at the village of Hajjiabad, on the Pulwar, a good hour's walk above Takhti Jamshid."
FALSE,"Gardiner (Cromwell, p. 315), that ""what makes Cromwell's biography so interesting in his perpetual effort to walk in the paths of legality - an effort always frustrated by the necessities of the situation."
FALSE,"He takes no heed of his rider, pays no attention whether he be on his back or not, walks straight on when once set agoing, merely because he is too stupid to turn aside, and then should some tempting thorn or green branch allure him out of the path, continues to walk on in the new direction simply because he is too dull to turn back into the right road."
FALSE,The polyps arefree and walk on their tentacles.
FALSE,But the condition was attached that he should walk in front of her and not look back until he had reached the upper world.
FALSE,"The application of this oral law is called Halakhah, the rules by which a man's daily ""walk"" is regulated."
FALSE,"The introduction of corridor carriages, enabling passengers to walk right through the trains, greatly increased their usefulness."
FALSE,"So eager was he to hear the words of Socrates that he used to walk daily from Peiraeus to Athens, and persuaded his friends to accompany him."
FALSE,"After laying down my pen, I took several turns in a berceau or covered walk of acacias, which commands a prospect of the country, the lake, and the mountains."
FALSE,The child was now taken out to walk on the roof of the Tower.
FALSE,"Thornton, an old colleague in the India House, ""has carried out her long-cherished scheme (about which she tells me she consulted you) of a ` vibratory ' for me, and has made a pleasant covered walk, some 30 ft."
FALSE,"When they descend to the ground - which they must often do in order to obtain water - they frequently walk in the upright posture, either with the hands crossed behind the neck, or with the knuckles resting on the ground."
FALSE,"The arsenal, which was famous in Dante's day, received its first enlargement in 1304, when, on the design of Andrea Pisano, new building sheds and the rope walk or Tana were erected."
FALSE,"They had torn men loose from the ancestral custom of home to walk in new ways and see new things and hear new thoughts; and some broadening of view, some lessening in the intensity of the old one-sidedness, was the inevitable result."
FALSE,"The wells are situated by the Parade (or Pantiles), a walk associated with fashion since the time of their discovery."
FALSE,"Within an hour's walk of Path are to be found, he says, about 700 species of butterflies, ""whilst the total number found in the British Islands does not exceed 66, and the whole of Europe supports only 321."""
FALSE,"Closely associated with the medical school, and separated from it by the Middle Meadow Walk, is the Royal Infirmary, designed by David Bryce, R.S.A."
FALSE,"The old Observatory is a quaint structure on Calton Hill, overlooking the district at the head of Leith Walk."
FALSE,The most meritorious act that a pilgrim can perform is to walk from the sea to the source of the river and back along the opposite bank.
FALSE,The two workmen face each other and walk backwards.
FALSE,"He was already blind and too feeble to walk, when Cineas, the minister of Pyrrhus, visited him, but so vigorously did he oppose every concession that all the eloquence of Cineas was in vain, and the Romans forgot past misfortunes in the inspiration of Claudius's."
FALSE,"The pathways should be paved with tiles, brick or stone, or made of concrete and cement, and the surface should be gently rounded so that the water required for evaporation may drain to the sides while the centre is sufficiently dry to walk upon; they should also have brick or stone edgings to prevent the water so applied soaking away at the sides and thus being wasted."
FALSE,"They seem also never to walk or run when on the ground, but always to hop. The bodyfeathers are commonly loose and soft; and, gaily coloured as are most of the species, in few of them has the plumage the metallic glossiness it generally presents in the pies, while the proverbial beauty of the ""jay's wing"" is due to the vivid tints of blue - turquoise and cobalt, heightened by bars of jet-black, an indication of the same style of ornament being observable in the greater FIG."
FALSE,"The pectoral and ventral fins are so articulated as to perform the functions of feet, the fish being enabled to move, or rather to walk, on the bottom of the sea, where it generally hides itself in the sand or amongst sea-weed."
FALSE,It had taken her two days to work up the courage to walk alone into what appeared to be the rear wall but was really a mirage disguising a grey bathroom with a clothing unit in the corner.
FALSE,"The schoolhouse was two or three miles from home, but he did not mind the long walk through the woods and over the hills."
FALSE,Then he set out on foot to walk to another city.
FALSE,Let's walk through it.
FALSE,By and by we shall take a little walk in the Public Gardens.
FALSE,"When she returns from a walk and tells some one about it, her descriptions are accurate and vivid."
FALSE,"The French had fallen behind, and just as he looked round the first man changed his run to a walk and, turning, shouted something loudly to a comrade farther back."
FALSE,"He rose quickly, went out of the shed, and began to walk about."
FALSE,"Don't miss a walk around the museum's lovely grounds, especially in the fall when the fall foliage is in full color."
FALSE,I'll take you for a ride through more country in a day than you could hope to walk in a week.
FALSE,She peeked around the door again just in time to see him walk into the office and close the door.
FALSE,You're going to be too sore to walk tomorrow.
FALSE,Should she walk away from this job?
FALSE,The job would be harder to walk away from than Cade - wouldn't it?
FALSE,"If anyone links me to you, I'm to bury my head and walk away."
FALSE,Would you please take Bumpus for a walk before we go?
FALSE,"Whenever we needed a few moments alone, a dog walk was suggested and eagerly accepted."
FALSE,I wonder if that nasty dog is in need of a walk.
FALSE,A five minute walk found us at the waterfront and beach.
FALSE,He nodded for her to walk ahead of him.
FALSE,"He should walk away, leave her to figure things out, and finish what he needed to this morning."
FALSE,"Everything about Jenn was sexy, from her tight clothing to her sensual walk to her smoky make-up and low, gravelly voice."
FALSE,The walk calmed his irritation at being powerless for the first time since the Schism.
FALSE,The fact that you didn't close the door and walk away the moment you saw me.
FALSE,"We need to find a way out, and we can't walk out the front door."
FALSE,She rose and stretched then left the small house on a hill for a quick walk.
FALSE,"She continued to walk, needing to feel the cold to remind her she was still alive."
FALSE,The underground world was well built and bright with whitewashed walls lining corridors wide enough for two people to walk side by side.
FALSE,"She hesitated, though, not wanting to walk into another trap of Harmony's death dealers."
FALSE,"We both walk away, and it never happened."
FALSE,"If it was Gabriel, he'd made it clear he'd walk in."
FALSE,It's a hard line for me to walk.
FALSE,"Kris greeted Gio, stepping aside to walk them up the path."
FALSE,"Katie watched her walk down the hall toward her chambers, stunned."
FALSE,Hell that overcrowded they.re letting murderers walk?
FALSE,"Kris was crushed, and Rhyn wasn.t sure how his eldest surviving brother hadn.t expected the rest of them to walk away."
FALSE,"When she reached the top of the beach, she paused to catch her breath before hurrying after Jade, whose determined walk soon outdistanced her."
FALSE,"She made it to the sand before forced to slow to a walk by the ankle-deep, loose sand."
FALSE,Rhyn sagged to the ground and watched Gabriel walk away and then disappear.
FALSE,"If it's four and I go five and interrupt someone's conference or walk into a room full of tarantulas, I'm going to go crazy."
FALSE,He took her hand as they started to walk down the hall.
FALSE,She was about to walk away in defeat and take her place in a dark corner watching the partygoers when she heard the sounds of approaching footsteps.
FALSE,"Her walk was unguarded like her mannerisms, a sweet lack of refinement he wasn't sure he liked."
FALSE,"The boys all bowed and watched her walk back into the house, curious and excited."
FALSE,"She interacted daily with the warrior members of her husband's family, but she'd never seen one quite like this, with soulful, ancient intelligence in his black gaze and a predatory walk."
FALSE,"She intended to walk away but found herself stuck, gazing up at him."
FALSE,He made no move to walk away.
FALSE,"You want me … to walk away from everything I know, my family … I knew it was possible, but I didn't think I'd have a chance to go home at all … but still, I couldn't leave a whole planet to die!"
FALSE,"The sun brightened up the studio a short time later, her reminder it was time for her midmorning walk."
FALSE,"She'd forced herself to walk daily, if for no other reason than to keep her mind off the paintings and memories."
FALSE,This guy doesn't deserve to walk the streets.
FALSE,"While the distance to her aunt's trailer was only a half dozen blocks, once the January sun had retired after its day's work, it would be a cold walk."
FALSE,It was on the return walk to the climbing area that they saw him.
FALSE,I hardly minded the cold and lonely walk back after evening prayers demanded my love's return.
FALSE,"Are you going to make me walk back alone, sir?"
FALSE,"Finally, with a sigh of resignation, he began the fifteen-minute walk back to the awaiting problems of civilization."
FALSE,Dean had hardly begun clearing the walk of the deep snow before Jake Weller drove up.
FALSE,"They too were not pleased and, to Dean's chagrin, tracked the front hall with the remnants of the piss-poor shoveling job on the front walk."
FALSE,Let's walk and talk.
FALSE,"It was never clear if that was the case and the kid lucked out, but Dean used the excuse of mock consternation to excuse himself and walk uptown to telephone Cynthia."
FALSE,"Cynthia had spotted him coming up the walk, Martha explained, and managed to remain out of sight while Fred helped Shipton lug down the belongings."
FALSE,"Heading up the walk to the mansion, he stopped for a moment to take in the trees that were just beginning to change color."
FALSE,"He turned, looking over the back of the sofa and there she stood in a plush white robe with a towel on her head and yes, she definitely had a waddle to her walk."
FALSE,"No, I can walk."
FALSE,"Throwing on some jeans, a T-shirt and a pair of Nikes, he decided to take a walk, but first, he would check on Sarah."
FALSE,Why don't we go for a nice walk first?
FALSE,"Okay, I'll walk you out."
FALSE,"Since it was Friday and all the fun ones would be out drinking after work, he decided to take another walk, then maybe a nap."
FALSE,"Just when they were getting a little tipsy and their inhibitions were taking a walk, but before they were slurring their words."
FALSE,He decided to take a walk to Coronet Park and grabbed a bag of bread on his way out for the ducks.
FALSE,Want to take a walk with me?
FALSE,"He opened the door before she made it half way up the walk, and as usual she left him breathless."
FALSE,Jackson met Elisabeth midway down the walk.
FALSE,I'll put it on the far wall so you see it when you first walk in.
FALSE,"Coronet Park was half way between their two houses, an easy walk from each."
FALSE,I'll walk with you.
FALSE,"When she closed her laptop, Jackson said, ""I thought after, we could head toward the water and find a restaurant for lunch, then walk the beach if it's not too cold."""
FALSE,Let's go for a walk.
FALSE,"I'm going to take Nikolai for a walk, then we'll have some lunch."
FALSE,Jackson met them on the walk.
FALSE,Jackson and Elisabeth left the party for a walk to Coronet Park.
FALSE,"Caked with mud, they both decided to walk to the house while Katie parked the car."
FALSE,He's a walk away Joe if I've ever seen one.
FALSE,Josh didn't walk away because he was afraid to tackle Alex.
FALSE,He was a walk away Joe.
FALSE,What she wouldn't have given to see Alex walk into the barn at that moment.
FALSE,He's a walk away Joe if I ever saw one.
